"OTU"	"Location"	"Soil Type"	"Hit_Ratio"	"Num_Valid_Reads"	"postRareQ50_otuCount"
"Acidobacteria_Gp1"	0.0866855735123467	0.0866855735123467	0.260229461198956	0.213975299424785	0.41468528182089
"Acidobacteria_Gp16"	0.0866855735123467	0.0866855735123467	0.400727429918115	0.26175075254192	0.41468528182089
"Acidobacteria_Gp25"	0.170464078006408	0.170464078006408	0.231418591555738	0.213975299424785	0.420955911660166
"Acidobacteria_Gp3"	0.0866855735123467	0.0866855735123467	0.260229461198956	0.213975299424785	0.41468528182089
"Acidobacteria_Gp4"	0.543762927550525	0.543762927550525	0.445331957758536	0.460398243970004	0.701421542684703
"Acidobacteria_Gp5"	0.0866855735123467	0.0866855735123467	0.260229461198956	0.213975299424785	0.41468528182089
"Acidobacteria_Gp6"	0.0866855735123467	0.0866855735123467	0.260229461198956	0.213975299424785	0.41468528182089
"Acidobacteria_Gp7"	0.543762927550525	0.543762927550525	0.853662292590851	0.542037730902638	0.420955911660166
"Actinobacteria"	0.0866855735123467	0.0866855735123467	0.231418591555738	0.175807533914357	0.41468528182089
"Alphaproteobacteria"	0.0866855735123467	0.0866855735123467	0.260229461198956	0.213975299424785	0.41468528182089
"Bacilli"	0.0866855735123467	0.0866855735123467	0.611936413553195	0.37347974210452	0.41468528182089
"Betaproteobacteria"	0.0866855735123467	0.0866855735123467	0.231418591555738	0.213975299424785	0.41468528182089
"Chlamydiia"	0.321105778087306	0.321105778087306	0.682244746428088	0.285574288278229	0.41468528182089
"Chloroflexia"	0.424318647164659	0.424318647164659	0.853662292590851	0.42001006611562	0.41468528182089
"Clostridia"	0.321105778087306	0.321105778087306	0.260229461198956	0.472388872683122	0.995764588166599
"Cytophagia"	0.170464078006408	0.170464078006408	0.661293288702506	0.393535078500033	0.41468528182089
"Deltaproteobacteria"	0.321105778087306	0.321105778087306	0.531325655281168	0.285574288278229	0.41468528182089
"Gammaproteobacteria"	0.0866855735123467	0.0866855735123467	0.324196716905124	0.231513925485169	0.41468528182089
"Gemmatimonadetes"	0.0866855735123467	0.0866855735123467	0.231418591555738	0.213975299424785	0.420955911660166
"Ktedonobacteria"	0.0866855735123467	0.0866855735123467	0.324196716905124	0.252692749375091	0.41468528182089
"Nitrososphaerales"	0.321105778087306	0.321105778087306	0.444932107447539	0.285574288278229	0.41468528182089
"Nitrospira"	0.0866855735123467	0.0866855735123467	0.231418591555738	0.213975299424785	0.41468528182089
"Planctomycetia"	0.170464078006408	0.170464078006408	0.513549233967408	0.213975299424785	0.41468528182089
"Saccharibacteria_genera_incertae_sedis"	0.0866855735123467	0.0866855735123467	0.260229461198956	0.213975299424785	0.41468528182089
"Spartobacteria"	0.0866855735123467	0.0866855735123467	0.260229461198956	0.213975299424785	0.41468528182089
"Sphingobacteriia"	0.0866855735123467	0.0866855735123467	0.260229461198956	0.213975299424785	0.41468528182089
"Subdivision3"	0.827259346562711	0.827259346562711	0.631706556170658	0.878399377824074	0.868241500872134
"Unclassified Acidobacteria Phylum"	0.827259346562711	0.827259346562711	0.513549233967408	0.930943942145671	0.420955911660166
"Unclassified Actinobacteria Phylum"	0.0866855735123467	0.0866855735123467	0.260229461198956	0.213975299424785	0.41468528182089
"Unclassified Bacteroidetes Phylum"	0.170464078006408	0.170464078006408	0.231418591555738	0.213975299424785	0.41468528182089
"Unclassified Chloroflexi Phylum"	0.170464078006408	0.170464078006408	0.260229461198956	0.213975299424785	0.41468528182089
"Unclassified Firmicutes Phylum"	0.0866855735123467	0.0866855735123467	0.260229461198956	0.246154892686227	0.420955911660166
"Unclassified Proteobacteria Phylum"	0.170464078006408	0.170464078006408	0.631706556170658	0.473316925571138	0.493909018156106
"Unclassified Verrucomicrobia Phylum"	0.0866855735123467	0.0866855735123467	0.260229461198956	0.246154892686227	0.420955911660166
"WPS-1_genera_incertae_sedis"	0.0866855735123467	0.0866855735123467	0.513549233967408	0.252692749375091	0.41468528182089
